SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlySpend,ChargeRatio,TotalServices,HasInternetService,HasPhoneService,IsPaperlessBilling,HasPartner,HasDependents,FamilySize,IsMonthToMonth,RecencyScore,MonetaryValue,ServiceFrequency,EstimatedCLV,IsElectronicCheck,ServiceAdoptionRate,ChargesPerService,HasFiberOptic,NoInternetService,HasFullProtection,login_count_mean,login_count_std,login_count_sum,data_usage_gb_mean,data_usage_gb_max,call_minutes_mean,call_minutes_sum,support_tickets_sum,support_tickets_mean,support_calls_sum,late_payment_sum,feature_usage_score_mean,feature_usage_score_std,feature_usage_score_min,recent_login_avg,early_login_avg,engagement_trend,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2 years,tenure_group_2-4 years,tenure_group_4-6 years,MonetaryTier_Medium,MonetaryTier_High,MonetaryTier_VIP
0,0,1,47,1,1,0,20.55,1013.05,21.105208333333334,0.02026527291553671,1,0,1,0,0,1,1,0,0.020833333333333332,1013.05,0.020833333333333332,0.0,0,0.125,10.275,0,1,0,7.595744680851064,4.436310523828308,357,0.0,0.0,309.48472167005133,14545.781918492414,28,0.5957446808510638,15,3,46.102458448129745,24.08499081229641,3.6982164267472037,2.3333333333333335,12.333333333333334,-10.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,1,1,17,1,0,0,88.25,1460.65,81.14722222222223,0.060376971231142884,4,1,1,0,1,1,2,1,0.05555555555555555,1460.65,0.2222222222222222,1147.25,1,0.5,17.65,1,0,0,7.411764705882353,3.33651808644528,126,55.64322721026662,113.9472340330117,336.16362181047197,5714.781570778024,9,0.5294117647058824,10,0,45.557975553968056,27.359829571020626,13.648563443868793,5.0,11.333333333333334,-6.333333333333334,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,72,1,2,1,103.4,7372.65,100.99520547945205,0.014022905887857439,6,1,1,1,1,1,2,0,0.0136986301369863,7372.65,0.0821917808219178,0.0,1,0.75,14.771428571428572,1,0,0,7.361111111111111,3.8940386202775157,530,50.141514720872316,114.64697530673958,312.1213697766731,22472.73862392046,44,0.6111111111111112,23,3,49.918176379003455,23.48482962290781,7.639465672255974,4.0,7.666666666666667,-3.666666666666667,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,2,0,0,1,25.05,56.35,18.783333333333335,0.43679163034001744,1,1,0,1,0,0,0,1,0.3333333333333333,56.35,0.3333333333333333,701.4,1,0.125,12.525,0,0,0,7.5,3.5355339059327378,15,55.389872113864044,58.457927880289006,280.10746631871086,560.2149326374217,5,2.5,4,0,42.5734445429168,34.36212030075248,18.275756262306793,7.5,7.5,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,60,1,1,0,102.5,6157.6,100.94426229508197,0.01664339297892378,6,1,1,0,1,0,1,0,0.01639344262295082,6157.6,0.09836065573770492,0.0,0,0.75,14.642857142857142,1,0,0,7.083333333333333,2.8480839034171654,425,52.61265598899512,94.19249881504909,303.8949208704843,18233.69525222906,33,0.55,23,3,45.47321475432606,23.948050568493027,7.377160344284826,3.6666666666666665,12.0,-8.333333333333334,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,0,0,18,1,0,1,80.55,1411.65,74.29736842105264,0.05702049339893108,3,1,1,1,0,0,0,1,0.05263157894736842,1411.65,0.15789473684210525,966.5999999999999,0,0.375,20.1375,1,0,0,8.11111111111111,3.122760635547993,146,53.38904875695874,92.51602315486349,314.57093200599337,5662.27677610788,18,1.0,6,0,48.88049128477872,22.115346437515523,1.4959391233838115,7.0,12.0,-5.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,0,25,1,0,0,74.3,1952.25,75.08653846153847,0.03803916549340842,3,1,1,0,0,0,0,1,0.038461538461538464,1952.25,0.11538461538461539,371.5,0,0.375,18.575,1,0,0,6.88,3.4799425282610628,172,47.81150552755899,89.52255140868536,325.83348021042804,8145.837005260701,24,0.96,12,2,52.280007149765524,19.43718429322033,15.663381631743714,4.333333333333333,8.666666666666666,-4.333333333333333,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,71,1,2,0,87.95,6365.35,88.4076388888889,0.01381482325037109,8,1,1,0,1,0,1,0,0.013888888888888888,6365.35,0.1111111111111111,0.0,0,1.0,9.772222222222222,0,0,1,7.802816901408451,3.8863119436219775,554,47.66705142611307,84.70256446993638,289.23530388965554,20535.706576165543,54,0.7605633802816901,29,1,53.02489877181739,24.070412371214672,3.384666850822272,4.333333333333333,12.0,-7.666666666666667,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,1,1,0,0,21.1,21.1,10.55,0.9547511312217195,1,0,1,0,0,0,0,1,0.5,21.1,0.5,611.9000000000001,0,0.125,10.55,0,1,0,9.0,0.0,9,0.0,0.0,437.01804159547277,437.01804159547277,5,5.0,1,0,63.49868550703008,0.0,63.49868550703008,9.0,9.0,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,1,71,1,2,0,19.7,1415.85,19.664583333333333,0.013904083001023398,1,0,1,0,1,1,2,0,0.013888888888888888,1415.85,0.013888888888888888,0.0,0,0.125,9.85,0,1,0,7.802816901408451,3.4084756471807953,554,0.0,0.0,301.72736040948683,21422.642589073566,39,0.5492957746478874,23,2,53.57716094813846,22.48269817182317,4.892162640983131,5.666666666666667,8.333333333333334,-2.666666666666667,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
1,0,0,67,1,0,1,75.7,5060.85,74.42426470588236,0.014955006568744628,2,1,1,1,0,0,0,1,0.014705882352941176,5060.85,0.029411764705882353,0.0,0,0.25,25.233333333333334,1,0,0,7.149253731343284,3.64007047610463,479,49.386446340707245,91.02662652730703,285.49959988439457,19128.473192254438,45,0.6716417910447762,22,2,48.929045304959075,20.0976102334062,7.34705178888531,5.333333333333333,13.0,-7.666666666666667,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,1,0,72,1,2,1,115.75,8443.7,115.66712328767125,0.013706822030385922,8,1,1,1,1,0,1,0,0.0136986301369863,8443.7,0.1095890410958904,0.0,0,1.0,12.86111111111111,1,0,1,7.416666666666667,3.583019420686145,534,47.4362921078413,93.28019550116284,288.192744955057,20749.877636764104,39,0.5416666666666666,31,4,46.49580216299276,20.00054313921552,1.764899854265025,4.333333333333333,11.666666666666666,-7.333333333333333,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
0,0,0,41,0,0,1,40.35,1677.85,39.94880952380952,0.02403430919974983,3,1,0,1,0,0,0,1,0.023809523809523808,1677.85,0.07142857142857142,0.0,1,0.375,10.0875,0,0,0,7.0,3.2326459750489227,287,47.193576013172994,92.43767956679338,297.5566942454977,12199.824464065405,25,0.6097560975609756,15,4,45.809247677152285,19.844244481511907,6.811257613189969,4.666666666666667,9.0,-4.333333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,0,0,24,1,0,1,90.55,2282.55,91.302,0.03965317159685577,4,1,1,1,0,0,0,1,0.04,2282.55,0.16,543.3,0,0.5,18.11,1,0,0,7.75,4.316298736488091,186,45.768973316535885,82.97942966869363,308.8951676767615,7413.484024242276,24,1.0,7,0,47.8579471724083,21.863864328303862,5.079626240840765,4.333333333333333,12.333333333333334,-8.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,1,54,1,0,1,55.0,3092.65,56.230000000000004,0.017778352431593748,3,1,1,1,0,1,1,1,0.01818181818181818,3092.65,0.05454545454545454,0.0,0,0.375,13.75,0,0,0,7.796296296296297,3.8282940169693562,421,44.228869299804145,94.17840577963145,315.09641816929275,17015.206581141807,40,0.7407407407407407,21,3,51.03833916724484,21.456691701051906,4.0261650407105245,7.666666666666667,11.333333333333334,-3.666666666666667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1,1,23,0,2,0,34.6,813.45,33.893750000000004,0.04248265700779667,3,1,0,0,1,1,2,0,0.041666666666666664,813.45,0.125,242.20000000000002,0,0.375,8.65,0,0,0,7.826086956521739,3.2001729202290914,180,50.406550450195056,97.26933374212499,284.40593028485836,6541.336396551742,27,1.173913043478261,10,1,45.22842956947773,20.74845782639354,13.5430700356954,3.6666666666666665,8.666666666666666,-5.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
0,1,1,13,1,1,1,64.75,877.35,62.667857142857144,0.07371776626629475,4,1,1,1,1,1,2,0,0.07142857142857142,877.35,0.2857142857142857,1100.75,1,0.5,12.95,0,0,0,7.6923076923076925,3.449265994010305,100,42.24184703199417,65.17435771693727,307.745967388285,4000.697576047705,14,1.0769230769230769,8,0,52.414393237351426,23.04580316537333,17.948338664123447,5.666666666666667,9.333333333333334,-3.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,65,1,1,1,95.5,6153.85,93.24015151515152,0.015516218916789198,5,1,1,1,0,0,0,0,0.015151515151515152,6153.85,0.07575757575757576,0.0,1,0.625,15.916666666666666,1,0,0,7.630769230769231,3.184774475773515,496,53.42321112820842,98.4940274197851,292.9660303091457,19042.79197009447,39,0.6,13,5,51.003260516818614,17.11785824295719,22.325306968381824,5.333333333333333,9.666666666666666,-4.333333333333333,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,1,1,55,1,2,0,20.5,1177.95,21.03482142857143,0.01738835404385258,1,0,1,0,1,1,2,0,0.017857142857142856,1177.95,0.017857142857142856,0.0,0,0.125,10.25,0,1,0,7.6909090909090905,3.829092955512162,423,0.0,0.0,334.1368293813049,18377.52561597177,24,0.43636363636363634,22,3,49.981712463450464,25.677762905100437,2.9905597901203143,6.0,10.666666666666666,-4.666666666666666,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
0,0,0,44,1,1,0,19.5,835.5,18.566666666666666,0.023311416616855946,1,0,1,0,0,0,0,0,0.022222222222222223,835.5,0.022222222222222223,0.0,0,0.125,9.75,0,1,0,7.136363636363637,4.0782515011403975,314,0.0,0.0,298.34700894507114,13127.26839358313,34,0.7727272727272727,16,4,53.276511399721635,27.152638239849477,3.494870504247425,5.333333333333333,7.333333333333333,-2.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,1,0,68,0,1,1,54.4,3723.65,53.96594202898551,0.014605399165022216,5,1,0,1,1,0,1,0,0.014492753623188406,3723.65,0.07246376811594203,0.0,1,0.625,9.066666666666666,0,0,0,7.779411764705882,4.135198702061506,529,52.792461989552095,86.03574640720228,306.3256818944079,20830.14636881974,44,0.6470588235294118,22,4,51.52250458500686,21.84201607174724,7.850368314166499,4.666666666666667,9.0,-4.333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,15,1,0,0,48.85,631.4,39.4625,0.07724541429475017,2,1,1,0,0,0,0,1,0.0625,631.4,0.125,732.75,0,0.25,16.283333333333335,0,0,0,8.333333333333334,4.237025012007948,125,56.10318310727634,84.97657827672151,295.0766183986504,4426.149275979756,8,0.5333333333333333,7,1,46.455554117921345,20.626086500381625,12.838828177276639,3.0,11.666666666666666,-8.666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0,1,1,13,1,0,0,84.05,1095.3,78.23571428571428,0.07666697071969351,4,1,1,0,1,1,2,1,0.07142857142857142,1095.3,0.2857142857142857,1428.85,1,0.5,16.81,1,0,0,7.3076923076923075,3.9871588753692637,95,49.46602848345633,102.05807438064667,268.7385719532841,3493.601435392694,18,1.3846153846153846,4,1,45.07955467815294,19.79066519200671,12.9090222293016,5.333333333333333,10.0,-4.666666666666667,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,1,1,33,1,1,1,19.45,600.25,17.654411764705884,0.032349272349272346,1,0,1,1,1,1,2,0,0.029411764705882353,600.25,0.029411764705882353,0.0,0,0.125,9.725,0,1,0,7.151515151515151,3.6496678968881207,236,0.0,0.0,268.2497396506287,8852.241408470747,19,0.5757575757575758,15,0,43.03188715091381,19.10014524429283,12.160521966874088,5.333333333333333,12.333333333333334,-7.000000000000001,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,0,1,50.15,50.15,25.075,0.9804496578690127,3,1,1,1,0,0,0,1,0.5,50.15,1.5,1454.35,0,0.375,12.5375,0,0,0,6.0,0.0,6,35.992210541065944,35.992210541065944,352.74255094872353,352.74255094872353,2,2.0,0,0,54.742049732098195,0.0,54.742049732098195,6.0,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,25,1,0,0,55.55,1405.3,54.05,0.03950081774870227,3,1,1,0,1,0,1,1,0.038461538461538464,1405.3,0.11538461538461539,277.75,0,0.375,13.8875,0,0,0,7.32,3.8914436053132437,183,46.88922489094033,109.23054946446726,299.4527323486493,7486.318308716232,20,0.8,10,0,49.27573724701518,20.685765310807415,4.828716662565834,7.0,11.333333333333334,-4.333333333333334,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,11,1,0,1,94.2,999.9,83.325,0.09411529623338995,6,1,1,1,0,0,0,1,0.08333333333333333,999.9,0.5,1789.8,1,0.75,13.457142857142857,1,0,0,7.7272727272727275,3.1013193673309134,85,52.14514875961754,71.91740164600542,335.80403007714904,3693.8443308486394,13,1.1818181818181819,7,1,56.57883188633276,21.995288675990626,21.960348776125315,4.666666666666667,10.0,-5.333333333333333,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,0,5,1,0,1,78.75,412.1,68.68333333333334,0.19063180827886708,3,1,1,1,1,0,1,1,0.16666666666666666,412.1,0.5,1968.75,1,0.375,19.6875,1,0,0,10.0,3.1622776601683795,50,47.58812454897605,69.72444535515747,324.4446972282614,1622.2234861413071,2,0.4,6,0,55.431356095759305,17.229624253859004,34.874657874809486,9.0,11.333333333333334,-2.333333333333334,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,1,52,1,2,0,20.1,1078.75,20.35377358490566,0.018615420236165782,1,0,1,0,1,1,2,0,0.018867924528301886,1078.75,0.018867924528301886,0.0,0,0.125,10.05,0,1,0,7.846153846153846,3.6802845978219287,408,0.0,0.0,309.47179832322354,16092.533512807624,34,0.6538461538461539,20,2,46.1759944031002,23.035692155099387,4.056469469259561,6.333333333333333,12.333333333333334,-6.000000000000001,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1,1,0,21,1,1,0,71.7,1497.05,68.04772727272727,0.0478622208871533,5,1,1,0,1,0,1,0,0.045454545454545456,1497.05,0.22727272727272727,645.3000000000001,0,0.625,11.950000000000001,0,0,0,7.333333333333333,4.016632088371218,154,43.51259067895591,74.16891733255173,312.6097140583669,6564.803995225705,10,0.47619047619047616,7,0,46.19235623850817,24.80659886746626,7.887963272053882,5.666666666666667,9.666666666666666,-3.999999999999999,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,39,1,0,1,106.4,4040.65,101.01625,0.026325881756213428,6,1,1,1,0,0,0,1,0.025,4040.65,0.15,0.0,1,0.75,15.200000000000001,1,0,0,7.871794871794871,4.014313123256825,307,49.98533557180467,93.16648972562152,303.60928116106555,11840.761965281556,17,0.4358974358974359,10,3,48.21623056149847,21.41093607938115,9.935744766854175,4.0,12.666666666666666,-8.666666666666666,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,2,1,0,1,19.9,33.7,11.233333333333334,0.5734870317002881,1,0,1,1,0,0,0,1,0.3333333333333333,33.7,0.3333333333333333,557.1999999999999,0,0.125,9.95,0,1,0,7.5,0.7071067811865476,15,0.0,0.0,275.91334203011354,551.8266840602271,5,2.5,2,0,69.1628825495508,9.740484285397628,62.27532005930514,7.5,7.5,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,41,1,0,0,70.25,2868.05,68.28690476190476,0.024485456858542025,2,1,1,0,0,0,0,1,0.023809523809523808,2868.05,0.047619047619047616,0.0,0,0.25,23.416666666666668,1,0,0,7.7560975609756095,3.2076509146482737,318,51.75429856560279,84.42441712454813,278.3698309993431,11413.163070973067,22,0.5365853658536586,16,4,48.650361482675684,26.78550384132642,6.985553482614355,5.333333333333333,11.0,-5.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,5,1,0,1,24.3,132.25,22.041666666666668,0.18236397748592872,1,0,1,1,1,1,2,1,0.16666666666666666,132.25,0.16666666666666666,607.5,0,0.125,12.15,0,1,0,9.0,4.301162633521313,45,0.0,0.0,305.3940283816295,1526.9701419081475,10,2.0,2,1,57.64751316297711,23.78503910361564,15.94444425373928,8.333333333333334,11.333333333333334,-3.0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,24,1,0,1,80.25,1861.5,74.46,0.04308724832214765,3,1,1,1,0,0,0,1,0.04,1861.5,0.12,481.5,1,0.375,20.0625,1,0,0,7.166666666666667,3.3449074422323624,172,49.759111271528646,90.30759753057532,270.6455506542907,6495.493215702976,11,0.4583333333333333,14,2,59.549549306644444,21.525822417859544,21.211625029146177,3.0,10.0,-7.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,0,20.2,20.2,10.1,0.9528301886792453,1,0,1,0,0,0,0,1,0.5,20.2,0.5,585.8,0,0.125,10.1,0,1,0,7.0,0.0,7,0.0,0.0,289.0535636020848,289.0535636020848,0,0.0,3,0,56.086952958112946,0.0,56.086952958112946,7.0,7.0,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,7,1,0,1,79.0,522.95,65.36875,0.1507777459681267,3,1,1,1,0,0,0,1,0.125,522.95,0.375,1817.0,1,0.375,19.75,1,0,0,7.714285714285714,3.302235894778249,54,43.88124115015488,61.99901412257145,244.65582455237072,1712.590771866595,7,1.0,4,1,56.5429648336367,22.70096861448841,30.963589387020697,5.333333333333333,10.0,-4.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,0,40,1,0,1,93.4,3756.4,91.61951219512196,0.02485761430776601,5,1,1,1,0,0,0,1,0.024390243902439025,3756.4,0.12195121951219512,0.0,0,0.625,15.566666666666668,1,0,0,6.55,3.748161942701775,262,48.55129112156215,93.67460375635306,314.6124452333542,12584.497809334169,27,0.675,10,2,51.503311006897704,22.72810932172305,11.67994095045332,5.0,6.666666666666667,-1.666666666666667,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,1,19,1,1,0,100.0,1888.65,94.4325,0.05291985288280898,6,1,1,0,1,1,2,0,0.05,1888.65,0.3,1100.0,0,0.75,14.285714285714286,1,0,0,9.31578947368421,3.6063621494819933,177,46.35898276985912,91.86645616223812,302.4395430842148,5746.351318600081,5,0.2631578947368421,17,0,51.28275723728925,23.012271946163658,4.526872230746445,7.333333333333333,10.0,-2.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,23,1,1,0,20.45,481.1,20.045833333333334,0.04241858535573532,1,0,1,0,0,0,0,0,0.041666666666666664,481.1,0.041666666666666664,143.15,0,0.125,10.225,0,1,0,8.217391304347826,3.0741816610889314,189,0.0,0.0,280.72360461118785,6456.642906057321,10,0.43478260869565216,9,1,53.17040992331962,26.460207824822582,4.946328077660978,8.0,8.0,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
0,0,0,1,1,0,1,45.3,45.3,22.65,0.978401727861771,2,1,1,1,0,0,0,1,0.5,45.3,1.0,1313.6999999999998,0,0.25,15.1,0,0,0,7.0,0.0,7,39.318336547525135,39.318336547525135,359.2195148795353,359.2195148795353,0,0.0,0,0,20.55239508716166,0.0,20.55239508716166,7.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,15,0,2,1,38.8,603.0,37.6875,0.06423841059602649,3,1,0,1,0,0,0,0,0.0625,603.0,0.1875,582.0,0,0.375,9.7,0,0,0,8.333333333333334,4.134638810735237,125,48.80857701065443,74.58391377268012,317.4680111846764,4762.020167770146,25,1.6666666666666667,7,3,50.77097902582478,22.385718925219464,12.195792420770388,5.0,10.333333333333334,-5.333333333333334,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,0,0,1,1,0,1,88.8,88.8,44.4,0.9888641425389755,4,1,1,1,0,0,0,1,0.5,88.8,2.0,2575.2,1,0.5,17.759999999999998,1,0,0,10.0,0.0,10,56.395161288066355,56.395161288066355,325.054819865786,325.054819865786,1,1.0,1,0,51.1614428019842,0.0,51.1614428019842,10.0,10.0,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,63,1,0,1,109.4,7031.45,109.86640625,0.01555645614259611,7,1,1,1,0,0,0,1,0.015625,7031.45,0.109375,0.0,0,0.875,13.675,1,0,1,7.5396825396825395,3.622623344703869,475,53.71467315699665,104.09781916436661,290.7824934025704,18319.297084361937,27,0.42857142857142855,29,6,46.14329650936022,20.292693484932364,6.3350110617122795,5.0,7.666666666666667,-2.666666666666667,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,1,1,0,1,74.35,74.35,37.175,0.986728599867286,3,1,1,1,0,0,0,1,0.5,74.35,1.5,2156.1499999999996,1,0.375,18.5875,1,0,0,11.0,0.0,11,38.78140812900558,38.78140812900558,301.7466917829777,301.7466917829777,1,1.0,3,0,87.2225074538299,0.0,87.2225074538299,11.0,11.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,4,1,0,0,44.55,220.75,44.15,0.200901916572717,2,1,1,0,0,0,0,1,0.2,220.75,0.4,1158.3,0,0.25,14.85,0,0,0,7.25,2.753785273643051,29,30.935450113820764,43.262636640767546,376.0079914336634,1504.0319657346536,4,1.0,12,0,37.777535988805795,9.593405987189902,24.689227763124773,6.666666666666667,7.666666666666667,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,42,1,0,1,77.95,3384.0,78.69767441860465,0.023028064992614478,3,1,1,1,1,1,2,1,0.023255813953488372,3384.0,0.06976744186046512,0.0,0,0.375,19.4875,1,0,0,7.5,3.8270538882297753,315,53.378752931759806,99.23526322551791,281.35928459490316,11817.089952985933,27,0.6428571428571429,22,1,50.10782359475566,23.699881093461535,6.396897449583381,3.6666666666666665,7.0,-3.3333333333333335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,1,27,1,1,0,66.15,1874.45,66.94464285714285,0.03527153483164041,6,1,1,0,1,1,2,0,0.03571428571428571,1874.45,0.21428571428571427,198.45000000000002,0,0.75,9.450000000000001,0,0,1,8.11111111111111,3.3665016461206942,219,55.923781521300334,112.00845664945984,279.8960703375208,7557.193899113062,14,0.5185185185185185,14,6,51.65440209669128,20.111596029002936,9.079679640749502,5.333333333333333,9.0,-3.666666666666667,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,71,1,2,1,116.05,8297.5,115.24305555555556,0.013984455021991925,8,1,1,1,1,1,2,0,0.013888888888888888,8297.5,0.1111111111111111,0.0,0,1.0,12.894444444444444,1,0,1,7.197183098591549,3.604044229591683,511,50.511609155659315,97.29808174331943,308.19599479400597,21881.915630374424,39,0.5492957746478874,34,1,51.53411647786739,20.02777756069618,6.480519460046988,2.6666666666666665,9.666666666666666,-7.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1,1,0,7,1,0,1,94.7,673.1,84.1375,0.1404836077733274,5,1,1,1,1,0,1,1,0.125,673.1,0.625,2178.1,0,0.625,15.783333333333333,1,0,0,7.428571428571429,1.7182493859684491,52,51.03246919073236,84.59088536506047,342.6550029549529,2398.5850206846703,3,0.42857142857142855,16,0,54.693726453106464,24.42020994035448,24.92136170371525,6.0,8.0,-2.0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0,0,0,20,1,0,1,19.5,413.0,19.666666666666668,0.04710144927536232,1,0,1,1,0,0,0,1,0.047619047619047616,413.0,0.047619047619047616,195.0,0,0.125,9.75,0,1,0,7.15,4.094604922783663,143,0.0,0.0,297.8541055128236,5957.082110256472,14,0.7,12,0,47.32270278142086,23.41444252184915,6.401494743196366,4.333333333333333,11.666666666666666,-7.333333333333333,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,44,1,0,0,100.55,4398.15,97.73666666666666,0.02285668822386143,6,1,1,0,0,0,0,1,0.022222222222222223,4398.15,0.13333333333333333,0.0,1,0.75,14.364285714285714,1,0,0,7.409090909090909,3.9196474795109273,326,50.95198929801894,88.34127401591613,311.9185630288191,13724.41677326804,27,0.6136363636363636,13,1,55.07346508193506,23.987471980899283,7.2140602132929,4.0,12.333333333333334,-8.333333333333334,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
